Gene Name	UniProt ID	Peptide Name	ENZYME ID
Cre06.g278099	A0A2K3DNU2	Cre06.g278099.t1.1	
Cre06.g278096	A0A2K3DNU7	Cre06.g278096.t1.1	
Cre06.g291300	A8J2J1	Cre06.g291300.t1.2	
Cre06.g254250	A0A2K3DM77	Cre06.g254250.t1.2	
Cre06.g295950	A0A2K3DQL6	Cre06.g295950.t1.1	
Cre06.g278127	A0A2K3DNZ5	Cre06.g278127.t1.1	
Cre06.g294350	A0A2K3DQH6	Cre06.g294350.t1.2	
Cre06.g292550	Q9XGU3	Cre06.g292550.t1.2	3.1.3.16
Cre06.g278274	A0A2K3DPF2	Cre06.g278274.t1.1	
Cre06.g278150	A0A2K3DPH6	Cre06.g278150.t1.1	
Cre06.g288350	A0A2K3DQ55	Cre06.g288350.t1.1	
Cre06.g306150	A0A2K3DRC0	Cre06.g306150.t1.1	
Cre06.g308500	A8IMN5	Cre06.g308500.t1.2	6.3.5.5
Cre06.g255350	A8HY76	Cre06.g255350.t1.2	2.7.1.50
Cre06.g273550	A8HVK7	Cre06.g273550.t1.2	
Cre06.g278205	A0A2K3DP48	Cre06.g278205.t1.1	
Cre06.g251400	A8HYN3	Cre06.g251400.t1.2	1.1.1.40
Cre06.g309900	A0A2K3DRK8	Cre06.g309900.t1.2	2.7.11.1
Cre06.g278144	A0A2K3DNZ1	Cre06.g278144.t1.1	
Cre06.g265652	A0A2K3DMZ0	Cre06.g265652.t1.1	
Cre06.g267500	A0A2K3DN31	Cre06.g267500.t1.2	3.4.25.1
Cre06.g298100	A8IP53	Cre06.g298100.t1.2	
Cre06.g253902	A0A2K3DM72	Cre06.g253902.t1.1	
Cre06.g249200	A0A2K3DLT7	Cre06.g249200.t1.2	
Cre06.g266250	A0A2K3DN02	Cre06.g266250.t1.2	2.7.11.17
Cre06.g267476	A0A2K3DN35	Cre06.g267476.t1.1	
Cre06.g263450	A8HX38	Cre06.g263450.t1.2	3.6.5.3
Cre06.g263450	A0A2K3DMU6	Cre06.g263450.t2.1	3.6.5.3
Cre06.g283050	Q05093	Cre06.g283050.t1.2	
Cre06.g287250	A0A2K3DQ69	Cre06.g287250.t1.2	
Cre06.g278900	A0A2K3DPJ7	Cre06.g278900.t1.1	
Cre06.g278270	A0A2K3DPB6	Cre06.g278270.t1.1	
Cre06.g278243	A0A2K3DPA4	Cre06.g278243.t1.1	1.5.3.6
Cre06.g285050	A0A2K3DQ07	Cre06.g285050.t1.1	
Cre06.g283450	A0A2K3DPY5	Cre06.g283450.t1.2	
Cre06.g295600	A0A2K3DQK0	Cre06.g295600.t1.2	2.1.1.62
Cre06.g278117	A0A2K3DNW2	Cre06.g278117.t1.1	
Cre06.g275750		Cre06.g275750.t1.2	
Cre06.g265100	A0A2K3DMY4	Cre06.g265100.t1.1	3.6.1.3
Cre06.g278272	A0A2K3DPB5	Cre06.g278272.t1.1	
Cre06.g301201	A0A2K3DR51	Cre06.g301201.t1.1	
Cre06.g278196	A0A2K3DP55	Cre06.g278196.t1.1	
Cre06.g278189	A0A2K3DP58	Cre06.g278189.t1.1	
Cre06.g308700	A0A2K3DRK0	Cre06.g308700.t1.2	2.3.1.75
Cre06.g277700	A0A2K3DNS4	Cre06.g277700.t1.1	2.7.1.108
Cre06.g264450	A0A2K3DMY8	Cre06.g264450.t1.2	
Cre06.g278294		Cre06.g278294.t1.1	
Cre06.g287550	A0A2K3DQ21	Cre06.g287550.t1.1	
Cre06.g310950	A0A2K3DRP2	Cre06.g310950.t1.2	1.5.8.3
Cre06.g280100	A8J1Z7	Cre06.g280100.t1.2	
Cre06.g270276	A0A2K3DNA2	Cre06.g270276.t1.1	
Cre06.g297750	A0A2K3DQQ7	Cre06.g297750.t1.2	
Cre06.g266383	A0A2K3DN17	Cre06.g266383.t1.1	3.6.4.13
Cre06.g266416	A0A2K3DN03	Cre06.g266416.t1.1	3.6.4.13
Cre06.g274250		Cre06.g274250.t1.2	
Cre06.g277250	A0A2K3DNS7	Cre06.g277250.t1.2	
Cre06.g278133	A0A2K3DNX9	Cre06.g278133.t1.1	
Cre06.g266700	A8HWM8	Cre06.g266700.t1.2	
Cre06.g252892	A0A2K3DM52	Cre06.g252892.t1.1	
Cre06.g252892	A0A2K3DM39	Cre06.g252892.t2.1	
Cre06.g252892	A0A2K3DM33	Cre06.g252892.t3.1	
Cre06.g278219	A0A2K3DP87	Cre06.g278219.t1.1	
Cre06.g267300	A0A2K3DN49	Cre06.g267300.t1.2	
Cre06.g272000	A0A2K3DNE8	Cre06.g272000.t1.1	
Cre06.g304100	A0A2K3DRA0	Cre06.g304100.t1.2	
Cre06.g278234	A0A2K3DP80	Cre06.g278234.t1.1	
Cre06.g270050	A0A2K3DNB9	Cre06.g270050.t1.1	2.7.11.1
Cre06.g311550	A0A2K3DRN6	Cre06.g311550.t1.1	
Cre06.g278213	Q75VY6	Cre06.g278213.t1.1	
Cre06.g285900	A0A2K3DQ36	Cre06.g285900.t1.1	
Cre06.g305400	A0A2K3DRA4	Cre06.g305400.t1.2	
Cre06.g257601	Q9FE86	Cre06.g257601.t1.2	1.11.1.15
Cre06.g278201	A0A2K3DP56	Cre06.g278201.t1.1	
Cre06.g297700	A0A2K3DQP9	Cre06.g297700.t1.1	
Cre06.g271188	A0A2K3DNC1	Cre06.g271188.t1.2	
Cre06.g292249	A0A2K3DQC2	Cre06.g292249.t1.1	2.7.11.1
Cre06.g305500	A8IN41	Cre06.g305500.t1.2	3.5.1.110
Cre06.g305500	A0A2K3DRA5	Cre06.g305500.t2.1	3.5.1.110
Cre06.g311200	A0A2K3DRU7	Cre06.g311200.t1.1	
Cre06.g275050	A8HVE0	Cre06.g275050.t1.1	3.4.19.9
Cre06.g257900	A0A2K3DMI2	Cre06.g257900.t1.1	
Cre06.g258500	A0A2K3DMH7	Cre06.g258500.t1.1	
Cre06.g252743	A0A2K3DM36	Cre06.g252743.t1.2	
Cre06.g310650	A0A2K3DRN0	Cre06.g310650.t1.2	
Cre06.g309550	A0A2K3DRI5	Cre06.g309550.t1.1	
Cre06.g309550	A0A2K3DRJ7	Cre06.g309550.t2.1	
Cre06.g278088	A0A2K3DNT1	Cre06.g278088.t1.1	
Cre06.g300300	A0A2K3DR07	Cre06.g300300.t1.1	
Cre06.g269850	A0A2K3DN95	Cre06.g269850.t1.1	
Cre06.g273950		Cre06.g273950.t1.2	
Cre06.g284150	A0A2K3DPU7	Cre06.g284150.t1.1	
Cre06.g254650	A0A2K3DMB1	Cre06.g254650.t1.2	
Cre06.g291900	A0A2K3DQB1	Cre06.g291900.t1.2	
Cre06.g265400		Cre06.g265400.t1.2	
Cre06.g267450	A0A2K3DN28	Cre06.g267450.t1.2	
Cre06.g278140	A8J946	Cre06.g278140.t1.1	2.7.11.1
Cre06.g272850	A8HVP7	Cre06.g272850.t1.2	
Cre06.g281750	A8J228	Cre06.g281750.t1.2	
Cre06.g288908	A0A2K3DQ52	Cre06.g288908.t1.2	2.7.11.1
Cre06.g285600	A0A2K3DPY0	Cre06.g285600.t1.2	
Cre06.g285600	A0A2K3DPY0	Cre06.g285600.t2.1	
Cre06.g266300	A0A2K3DN26	Cre06.g266300.t1.2	
Cre06.g250800	A0A2K3DM06	Cre06.g250800.t1.1	
Cre06.g250800	A0A2K3DLY3	Cre06.g250800.t2.1	
Cre06.g304150	A0A2K3DRD0	Cre06.g304150.t1.1	
Cre06.g294200	A0A2K3DQM5	Cre06.g294200.t1.1	6.5.1.2
Cre06.g248900	A0A2K3DLT6	Cre06.g248900.t1.1	
Cre06.g273350	A0A2K3DNJ0	Cre06.g273350.t1.2	
Cre06.g278203	A0A2K3DP46	Cre06.g278203.t1.1	
Cre06.g297082	A0A2K3DQP5	Cre06.g297082.t1.1	4.6.1.1
Cre06.g297082	A0A2K3DQP5	Cre06.g297082.t1.1	2.7.11.1
Cre06.g297082	A0A2K3DQP0	Cre06.g297082.t2.1	4.6.1.1
Cre06.g261750	A0A2K3DMS8	Cre06.g261750.t1.2	
Cre06.g278111	A0A2K3DNV4	Cre06.g278111.t1.1	
Cre06.g283900	A0A2K3DPU5	Cre06.g283900.t1.2	
Cre06.g253753	A0A2K3DM55	Cre06.g253753.t1.1	
Cre06.g254150	A8HYC0	Cre06.g254150.t1.2	
Cre06.g307250	A0A2K3DRE9	Cre06.g307250.t1.2	
Cre06.g257167	A0A2K3DMF8	Cre06.g257167.t1.1	
Cre06.g268050		Cre06.g268050.t1.2	
Cre06.g286600	A0A2K3DQ08	Cre06.g286600.t1.1	
Cre06.g260400	A8HXJ7	Cre06.g260400.t1.2	
Cre06.g262250	A8HXA2	Cre06.g262250.t1.2	
Cre06.g276250	A0A2K3DNP9	Cre06.g276250.t1.1	
Cre06.g256050	A0A2K3DMC1	Cre06.g256050.t1.1	3.6.1.3
Cre06.g264100	A0A2K3DMW4	Cre06.g264100.t1.1	
Cre06.g299926	A0A2K3DQV5	Cre06.g299926.t1.1	
Cre06.g260550	A0A2K3DMM2	Cre06.g260550.t1.1	4.6.1.2
Cre06.g276371	A0A2K3DNN7	Cre06.g276371.t1.2	
Cre06.g281450	A0A2K3DPQ3	Cre06.g281450.t1.1	1.4.3.13
Cre06.g278256	A8J8V5	Cre06.g278256.t1.1	
Cre06.g288050	A0A2K3DQ39	Cre06.g288050.t1.2	
Cre06.g288050	A0A2K3DQ39	Cre06.g288050.t2.1	
Cre06.g290250	A0A2K3DQ88	Cre06.g290250.t1.1	
Cre06.g278186	A0A2K3DP27	Cre06.g278186.t1.1	
Cre06.g306650	A0A2K3DRD8	Cre06.g306650.t1.1	
Cre06.g306650	A0A2K3DRD8	Cre06.g306650.t2.1	
Cre06.g251300	A8HYN9	Cre06.g251300.t1.2	
Cre06.g291650	A8J2J6	Cre06.g291650.t1.2	
Cre06.g308400	A0A2K3DRI9	Cre06.g308400.t1.2	3.1.3.16
Cre06.g308400	A0A2K3DRI9	Cre06.g308400.t1.2	3.1.3.48
Cre06.g308400	A0A2K3DRI9	Cre06.g308400.t1.2	3.1.3.67
Cre06.g308400	A0A2K3DRH2	Cre06.g308400.t2.1	3.1.3.67
Cre06.g255700	A0A2K3DMB7	Cre06.g255700.t1.1	
Cre06.g287050	A0A2K3DQ15	Cre06.g287050.t1.2	
Cre06.g280800	A0A2K3DPL8	Cre06.g280800.t1.2	
Cre06.g289900	A0A2K3DQ76	Cre06.g289900.t1.1	
Cre06.g263950	A0A2K3DMX7	Cre06.g263950.t1.1	3.6.3.9
Cre06.g282500	A8J239	Cre06.g282500.t1.2	
Cre06.g281200	A0A2K3DPM7	Cre06.g281200.t1.1	
Cre06.g285800	A0A2K3DPY3	Cre06.g285800.t1.2	
Cre06.g275550	A0A2K3DNM7	Cre06.g275550.t1.1	
Cre06.g304000	A0A2K3DR60	Cre06.g304000.t1.2	3.6.4.12
Cre06.g268550	A0A2K3DN79	Cre06.g268550.t1.1	2.4.1.32
Cre06.g268550	A0A2K3DN79	Cre06.g268550.t2.1	2.4.1.32
Cre06.g279600	A0A2K3DPJ6	Cre06.g279600.t1.1	
Cre06.g253850	A0A2K3DM67	Cre06.g253850.t1.2	
Cre06.g278165	A0A2K3DP12	Cre06.g278165.t1.1	3.4.24.38
Cre06.g278142	A0A2K3DNZ6	Cre06.g278142.t1.1	
Cre06.g296600	A8IPC9	Cre06.g296600.t1.2	2.5.1.9
Cre06.g254232	A0A2K3DM83	Cre06.g254232.t1.1	
Cre06.g269400	A0A2K3DN88	Cre06.g269400.t1.1	
Cre06.g302350	A0A2K3DR19	Cre06.g302350.t1.1	
Cre06.g302350	A0A2K3DR19	Cre06.g302350.t2.1	
Cre06.g302350	A0A2K3DR28	Cre06.g302350.t3.1	
Cre06.g258950	A0A2K3DMJ1	Cre06.g258950.t1.1	2.7.11.1
Cre06.g270600	A0A2K3DNA3	Cre06.g270600.t1.1	
Cre06.g289400	A0A2K3DQ75	Cre06.g289400.t1.2	3.1.4.17
Cre06.g289400	A0A2K3DQ61	Cre06.g289400.t2.1	3.1.4.17
Cre06.g311450	A0A2K3DRP9	Cre06.g311450.t1.1	
Cre06.g260100	A0A2K3DML1	Cre06.g260100.t1.2	
Cre06.g260950	A0A2K3DMQ6	Cre06.g260950.t1.2	
Cre06.g253757		Cre06.g253757.t1.1	
Cre06.g259300	A0A2K3DMJ6	Cre06.g259300.t1.2	3.6.5.3
Cre06.g284550	A0A2K3DPV0	Cre06.g284550.t1.2	
Cre06.g305750	A0A2K3DRB3	Cre06.g305750.t1.2	
Cre06.g263000	A0A2K3DMV3	Cre06.g263000.t1.1	
Cre06.g305450	A0A2K3DR90	Cre06.g305450.t1.1	
Cre06.g263900	A0A2K3DMX9	Cre06.g263900.t1.2	
Cre06.g250567	A0A2K3DLX6	Cre06.g250567.t1.1	
Cre06.g250567	A0A2K3DLX6	Cre06.g250567.t2.1	
Cre06.g296800	A0A2K3DQN6	Cre06.g296800.t1.1	
Cre06.g278163	A8J933	Cre06.g278163.t1.1	2.6.1.11
Cre06.g289050	A0A2K3DQ56	Cre06.g289050.t1.1	
Cre06.g280385	A0A2K3DPL1	Cre06.g280385.t1.1	
Cre06.g282950	A0A2K3DPV5	Cre06.g282950.t1.2	
Cre06.g253800	A0A2K3DM54	Cre06.g253800.t1.1	
Cre06.g264250	A0A2K3DMY1	Cre06.g264250.t1.1	5.5.1.19
Cre06.g251550	A0A2K3DLZ5	Cre06.g251550.t1.1	
Cre06.g309684	A0A2K3DRK5	Cre06.g309684.t1.1	
Cre06.g265250		Cre06.g265250.t1.2	
Cre06.g274400	A0A2K3DNL8	Cre06.g274400.t1.2	2.1.1.244
Cre06.g310750	A0A2K3DRN1	Cre06.g310750.t1.2	
Cre06.g309951	A0A2K3DRP3	Cre06.g309951.t1.1	
Cre06.g249150	A8HYY7	Cre06.g249150.t1.1	2.7.12.2
Cre06.g278156	A0A2K3DP02	Cre06.g278156.t1.1	
Cre06.g271050	A0A2K3DNB6	Cre06.g271050.t1.1	3.2.2.3
Cre06.g304400	A0A2K3DR68	Cre06.g304400.t1.1	
Cre06.g294250	A0A2K3DQH4	Cre06.g294250.t1.2	
Cre06.g274750		Cre06.g274750.t1.2	
Cre06.g256200	A8HY46	Cre06.g256200.t1.2	2.3.1.48
Cre06.g278400	A8J1W2	Cre06.g278400.t1.2	
Cre06.g306079	A0A2K3DRH8	Cre06.g306079.t1.1	
Cre06.g249050	A0A2K3DLT0	Cre06.g249050.t1.1	
Cre06.g271950	A0A2K3DNG6	Cre06.g271950.t1.2	
Cre06.g278115	A0A2K3DNW0	Cre06.g278115.t1.1	
Cre06.g270150	A8HW48	Cre06.g270150.t1.1	
Cre06.g305850	A0A2K3DRB2	Cre06.g305850.t1.1	3.4.24.71
Cre06.g278261	A8J8V1	Cre06.g278261.t1.1	
Cre06.g295350	A0A2K3DQK5	Cre06.g295350.t1.2	
Cre06.g261000	A0A2K3DMP5	Cre06.g261000.t1.2	
Cre06.g294950	A0A2K3DQI2	Cre06.g294950.t1.1	1.3.1.9
Cre06.g292183	A0A2K3DQD1	Cre06.g292183.t1.1	
Cre06.g287000	A0A2K3DQ17	Cre06.g287000.t1.2	1.11.2.3
Cre06.g294876	A0A2K3DQJ7	Cre06.g294876.t1.1	
Cre06.g260750	A0A2K3DMQ2	Cre06.g260750.t1.1	4.6.1.2
Cre06.g255250	A0A2K3DM97	Cre06.g255250.t1.1	
Cre06.g261900	A8HXB8	Cre06.g261900.t1.2	
Cre06.g302500	A0A2K3DR47	Cre06.g302500.t1.2	
Cre06.g265200		Cre06.g265200.t1.2	
Cre06.g258550	A0A2K3DMI4	Cre06.g258550.t1.1	
Cre06.g278228	A0A2K3DP76	Cre06.g278228.t1.1	
Cre06.g278206	A0A2K3DP51	Cre06.g278206.t1.1	
Cre06.g284850	A0A2K3DPW6	Cre06.g284850.t1.1	
Cre06.g284850	A0A2K3DPW4	Cre06.g284850.t2.1	
Cre06.g276750	A0A2K3DNQ0	Cre06.g276750.t1.1	
Cre06.g278750	A8J1X0	Cre06.g278750.t1.2	
Cre06.g278119	A0A2K3DNW7	Cre06.g278119.t1.1	
Cre06.g278175	A0A2K3DP18	Cre06.g278175.t1.1	
Cre06.g301050	A0A2K3DQY2	Cre06.g301050.t1.2	
Cre06.g275850		Cre06.g275850.t1.2	
Cre06.g284350	A0A2K3DPV1	Cre06.g284350.t1.1	
Cre06.g249950	A0A2K3DLV4	Cre06.g249950.t1.1	2.7.1.68
Cre06.g296050	A0A2K3DQK3	Cre06.g296050.t1.1	1.14.13.8
Cre06.g287750	A0A2K3DQ79	Cre06.g287750.t1.2	1.3.1.14
Cre06.g269050	A0A2K3DN68	Cre06.g269050.t1.2	
Cre06.g278194	A8J907	Cre06.g278194.t1.1	
Cre06.g278087	A0A2K3DNT0	Cre06.g278087.t1.1	
Cre06.g257183	A0A2K3DMH0	Cre06.g257183.t1.1	
Cre06.g311850	A0A2K3DRP7	Cre06.g311850.t1.1	
Cre06.g272900	A2PZC1	Cre06.g272900.t1.2	5.4.99.9
Cre06.g260450	A0A2K3DMN9	Cre06.g260450.t1.2	
Cre06.g283500	A0A2K3DPT2	Cre06.g283500.t1.1	
Cre06.g294500	A0A2K3DQH2	Cre06.g294500.t1.1	
Cre06.g307075	A0A2K3DRE1	Cre06.g307075.t1.2	
Cre06.g310850	A0A2K3DRM8	Cre06.g310850.t1.2	
Cre06.g266600		Cre06.g266600.t1.2	
Cre06.g271550	A0A2K3DND8	Cre06.g271550.t1.2	
Cre06.g274900		Cre06.g274900.t1.2	
Cre06.g287650	A0A2K3DQ27	Cre06.g287650.t1.2	2.1.1.43
Cre06.g296250	A0A2K3DQL0	Cre06.g296250.t1.1	6.1.1.6
Cre06.g275200	A8HVD3	Cre06.g275200.t1.1	
Cre06.g278193	A0A2K3DP37	Cre06.g278193.t1.1	
Cre06.g249600	A0A2K3DLU3	Cre06.g249600.t1.2	
Cre06.g292450	A0A2K3DQD0	Cre06.g292450.t1.2	5.4.99.44
Cre06.g281000	A0A2K3DPP1	Cre06.g281000.t1.1	
Cre06.g266350	A0A2K3DN29	Cre06.g266350.t1.1	2.1.1.43
Cre06.g253758		Cre06.g253758.t1.1	
Cre06.g275600	A0A2K3DNL6	Cre06.g275600.t1.2	
Cre06.g298802	A0A2K3DQZ0	Cre06.g298802.t1.1	
Cre06.g299350	A0A2K3DQU0	Cre06.g299350.t1.1	
Cre06.g293516	A0A2K3DQF4	Cre06.g293516.t1.1	
Cre06.g280150	A0A2K3DPM8	Cre06.g280150.t1.2	
Cre06.g270550	A0A2K3DNB5	Cre06.g270550.t1.2	
Cre06.g288252	A0A2K3DQ42	Cre06.g288252.t1.1	2.7.11.1
Cre06.g259350	A0A2K3DMK4	Cre06.g259350.t1.2	
Cre06.g281700	A0A2K3DPS3	Cre06.g281700.t1.1	
Cre06.g304550	A0A2K3DR70	Cre06.g304550.t1.1	3.1.13.4
Cre06.g259750	A0A2K3DMK9	Cre06.g259750.t1.1	
Cre06.g282850	A0A2K3DPR7	Cre06.g282850.t1.1	
Cre06.g301951	A0A2K3DR25	Cre06.g301951.t1.1	
Cre06.g269908	A0A2K3DN91	Cre06.g269908.t1.1	
Cre06.g279100	A8J1X7	Cre06.g279100.t1.2	
Cre06.g305700	A0A2K3DRB6	Cre06.g305700.t1.1	
Cre06.g297450	A0A2K3DQN9	Cre06.g297450.t1.2	
Cre06.g299050	A8INZ7	Cre06.g299050.t1.2	2.3.1.20
Cre06.g272400	A0A2K3DNF9	Cre06.g272400.t1.2	3.1.3.4
Cre06.g278277		Cre06.g278277.t1.1	
Cre06.g309450	A0A2K3DRJ1	Cre06.g309450.t1.2	3.4.17.22
Cre06.g298326	A0A2K3DQV9	Cre06.g298326.t1.1	
Cre06.g287950	A0A2K3DQ37	Cre06.g287950.t1.1	3.6.4.12
Cre06.g306250	A0A2K3DRC9	Cre06.g306250.t1.1	2.7.10.1
Cre06.g306250	A0A2K3DRC9	Cre06.g306250.t2.1	2.7.10.1
Cre06.g271350		Cre06.g271350.t1.2	
Cre06.g248800	A8HYZ9	Cre06.g248800.t1.2	
Cre06.g252000	A8HYK1	Cre06.g252000.t1.2	
Cre06.g251150	A8HYP8	Cre06.g251150.t1.2	
Cre06.g250902	A0A2K3DLZ7	Cre06.g250902.t1.1	2.1.1.13
Cre06.g257750	A0A2K3DMH9	Cre06.g257750.t1.1	
Cre06.g265800	A8HWS8	Cre06.g265800.t1.2	
Cre06.g267600	A8HWI0	Cre06.g267600.t1.2	5.5.1.18
Cre06.g267600	A8HWI0	Cre06.g267600.t2.1	5.5.1.18
Cre06.g296350	A0A2K3DQL2	Cre06.g296350.t1.1	3.4.22.68
Cre06.g278102	A0A2K3DNW4	Cre06.g278102.t1.1	
Cre06.g281250	A0A2K3DPN3	Cre06.g281250.t1.2	2.1.1.79
Cre06.g278238	A8J8W7	Cre06.g278238.t1.1	
Cre06.g273450	A0A2K3DNJ9	Cre06.g273450.t1.1	
Cre06.g281300	A0A2K3DPR4	Cre06.g281300.t1.2	
Cre06.g266052	A0A2K3DMZ1	Cre06.g266052.t1.1	
Cre06.g291050	A0A2K3DQ94	Cre06.g291050.t1.1	2.7.11.1
Cre06.g291050	A0A2K3DQ97	Cre06.g291050.t2.1	2.7.11.1
Cre06.g302276	A0A2K3DR84	Cre06.g302276.t1.1	
Cre06.g309150	A0A2K3DRQ8	Cre06.g309150.t1.2	
Cre06.g285350	A0A2K3DPX8	Cre06.g285350.t1.1	
Cre06.g285350	A0A2K3DPX0	Cre06.g285350.t2.1	
Cre06.g307150	A8IMV2	Cre06.g307150.t1.1	3.2.1.2
Cre06.g288800	A0A2K3DQ54	Cre06.g288800.t1.2	
Cre06.g253853	A0A2K3DM49	Cre06.g253853.t1.1	
Cre06.g272200	A8HVT5	Cre06.g272200.t1.2	
Cre06.g308100	A0A2K3DRF6	Cre06.g308100.t1.2	4.2.1.119
Cre06.g279350	A0A2K3DPL0	Cre06.g279350.t1.1	3.5.1.17
Cre06.g289800	A8J2H0	Cre06.g289800.t1.2	2.3.1.51
Cre06.g289800	A8J2H0	Cre06.g289800.t1.2	2.3.1.23
Cre06.g289800	A8J2H0	Cre06.g289800.t1.2	2.3.1.67
Cre06.g306550	A0A2K3DRE4	Cre06.g306550.t1.1	3.1.27.1
Cre06.g274600	A0A2K3DNK0	Cre06.g274600.t1.2	
Cre06.g270700	A0A2K3DNA1	Cre06.g270700.t1.1	
Cre06.g299850	A0A2K3DQV2	Cre06.g299850.t1.1	2.1.1.43
Cre06.g249650	A0A2K3DLV5	Cre06.g249650.t1.1	3.1.3.16
Cre06.g249650	A0A2K3DLX5	Cre06.g249650.t2.1	3.1.3.16
Cre06.g302850	A0A2K3DR72	Cre06.g302850.t1.2	
Cre06.g303950	A0A2K3DR71	Cre06.g303950.t1.2	
Cre06.g259450	A0A2K3DMK3	Cre06.g259450.t1.2	
Cre06.g278187	A0A2K3DP53	Cre06.g278187.t1.1	2.7.11.25
Cre06.g278187	A0A2K3DP44	Cre06.g278187.t2.1	2.7.11.25
Cre06.g297850	A0A2K3DQQ4	Cre06.g297850.t1.1	3.6.4.2
Cre06.g301300	A0A2K3DR08	Cre06.g301300.t1.2	
Cre06.g278151	A0A2K3DP13	Cre06.g278151.t1.1	3.6.1.8
Cre06.g250300	A0A2K3DLV6	Cre06.g250300.t1.2	3.6.4.2
Cre06.g278279	A0A2K3DPC7	Cre06.g278279.t1.1	
Cre06.g301450	A0A2K3DR01	Cre06.g301450.t1.1	
Cre06.g278105	A0A2K3DNV6	Cre06.g278105.t1.1	
Cre06.g263800	A0A2K3DMX2	Cre06.g263800.t1.1	
Cre06.g291250	A0A2K3DQA4	Cre06.g291250.t1.1	
Cre06.g299500	A0A2K3DQV7	Cre06.g299500.t1.2	
Cre06.g255100	A0A2K3DMB8	Cre06.g255100.t1.1	
Cre06.g279550	A0A2K3DPI9	Cre06.g279550.t1.1	
Cre06.g307500	Q75NZ1	Cre06.g307500.t1.1	
Cre06.g263250	A0A2K3DMT2	Cre06.g263250.t1.1	
Cre06.g278298	A0A2K3DPF3	Cre06.g278298.t1.1	
Cre06.g258150	A0A2K3DMG4	Cre06.g258150.t1.1	
Cre06.g278850	A0A2K3DPG5	Cre06.g278850.t1.1	
Cre06.g255900	A0A2K3DMB2	Cre06.g255900.t1.2	
Cre06.g288550	Q946Y6	Cre06.g288550.t1.2	
Cre06.g276150	A0A2K3DNP6	Cre06.g276150.t1.2	
Cre06.g276150	A0A2K3DNP7	Cre06.g276150.t2.1	
Cre06.g302950	A0A2K3DR44	Cre06.g302950.t1.1	2.7.11.1
Cre06.g280900	A8J213	Cre06.g280900.t1.1	
Cre06.g280900	A0A2K3DPR2	Cre06.g280900.t2.1	
Cre06.g280900	A0A2K3DPP8	Cre06.g280900.t3.1	
Cre06.g286000	A0A2K3DQ06	Cre06.g286000.t1.2	
Cre06.g293000	A0A2K3DQE4	Cre06.g293000.t1.1	
Cre06.g307700	A0A2K3DRJ2	Cre06.g307700.t1.1	2.7.7.84
Cre06.g261400	A0A2K3DMP2	Cre06.g261400.t1.1	
Cre06.g285250	A8J287	Cre06.g285250.t1.2	1.10.3.9
Cre06.g260800	A0A2K3DMQ7	Cre06.g260800.t1.2	
Cre06.g310450	A0A2K3DRL9	Cre06.g310450.t1.2	
Cre06.g278169	A8J927	Cre06.g278169.t1.1	
Cre06.g262800	A0A2K3DMT9	Cre06.g262800.t1.2	
Cre06.g303700	A0A2K3DR63	Cre06.g303700.t1.2	
Cre06.g257100	A0A2K3DMG5	Cre06.g257100.t1.1	
Cre06.g267050	A0A2K3DN24	Cre06.g267050.t1.2	
Cre06.g265750	A0A2K3DN11	Cre06.g265750.t1.1	
Cre06.g254200	A8HYB9	Cre06.g254200.t1.2	
Cre06.g267800	A0A2K3DN47	Cre06.g267800.t1.1	
Cre06.g267800	A0A2K3DN36	Cre06.g267800.t2.1	
Cre06.g259050	A0A2K3DML2	Cre06.g259050.t1.1	
Cre06.g298150	A0A2K3DQQ8	Cre06.g298150.t1.2	
Cre06.g288400	A0A2K3DQ48	Cre06.g288400.t1.1	
Cre06.g296150	A0A2K3DQP7	Cre06.g296150.t1.2	3.6.4.12
Cre06.g250400	A0A2K3DLY1	Cre06.g250400.t1.2	
Cre06.g309000	Q75NZ3	Cre06.g309000.t1.2	
Cre06.g253679		Cre06.g253679.t1.1	
Cre06.g286500	A0A2K3DQ13	Cre06.g286500.t1.2	
Cre06.g282800	A8J244	Cre06.g282800.t1.2	4.1.3.1
Cre06.g278208	A0A2K3DP82	Cre06.g278208.t1.1	
Cre06.g266950	A0A2K3DN21	Cre06.g266950.t1.1	
Cre06.g278125	A0A2K3DNX1	Cre06.g278125.t1.1	3.6.4.5
Cre06.g263150	A0A2K3DMW1	Cre06.g263150.t1.2	
Cre06.g303536	A0A2K3DR50	Cre06.g303536.t1.1	
Cre06.g278215	A8J8Y6	Cre06.g278215.t1.1	3.1.2.4
Cre06.g284450	A0A2K3DPV7	Cre06.g284450.t1.2	3.1.3.16
Cre06.g255150	A0A2K3DMA4	Cre06.g255150.t1.2	
Cre06.g266800	A0A2K3DN39	Cre06.g266800.t1.1	
Cre06.g255600	A0A2K3DMB4	Cre06.g255600.t1.1	
Cre06.g285926	A0A2K3DQ38	Cre06.g285926.t1.1	
Cre06.g278113	A0A2K3DNW9	Cre06.g278113.t1.1	
Cre06.g278266	A0A2K3DPB7	Cre06.g278266.t1.1	
Cre06.g278214	A0A2K3DP57	Cre06.g278214.t1.1	
Cre06.g301802	A0A2K3DR02	Cre06.g301802.t1.2	2.7.11.1
Cre06.g310200	A8IMA8	Cre06.g310200.t1.2	
Cre06.g253903	A0A2K3DM60	Cre06.g253903.t1.1	
